city,latitude,longitude,temperature,humidity,cloudiness,wind,datetime,country
buraydah,26.326,43.975,89.6,20,0,9.22,1620145727,SA
margate,51.3813,1.3862,51.84,51,26,11.99,1620145728,GB
ust-ishim,57.6935,71.1665,57.15,54,36,11.41,1620145729,RU
ranong,9.9658,98.6348,81.05,82,76,4.88,1620145730,TH
vitim,59.4511,112.5578,28.71,96,40,2.39,1620145732,RU
isabela,6.7085,121.9711,80.6,89,75,1.14,1620145733,PH
vadgaon,20.9402,74.8712,95.95,21,32,8.39,1620145734,IN
raga,8.4596,25.678,74.71,81,86,6.69,1620145736,SS
constitucion,-35.3333,-72.4167,62.49,65,30,1.32,1620145737,CL
port lincoln,-34.7333,135.8667,58.03,60,95,10.18,1620145738,AU
amur,54,128,35.6,97,100,8.32,1620145740,RU
arinos,-15.9169,-46.1056,84.72,36,4,4.05,1620145741,BR
umm kaddadah,13.6017,26.6876,91.44,26,51,12.39,1620145742,SD
belyy yar,53.6039,91.3903,33.8,75,0,6.71,1620145744,RU
palmer,42.1584,-72.3287,52.36,87,90,8.05,1620145745,US
daru,-9.0763,143.2092,79.21,85,79,15.35,1620145746,PG
avera,33.194,-82.5271,82.87,61,40,13.76,1620145748,US
necochea,-38.5473,-58.7368,55.99,59,100,7,1620145749,AR
paradise valley,33.5312,-111.9427,79.99,21,1,3.44,1620145750,US
ostrovnoy,68.0531,39.5131,32.86,90,100,12.12,1620145752,RU
yellandu,17.6,80.3333,88.9,40,64,7.56,1620145753,IN
chengzihe,45.3333,131.0667,46.62,83,100,2.73,1620145754,CN
carutapera,-1.195,-46.02,85.33,65,59,4.79,1620145756,BR
petropavlovsk-kamchatskiy,53.0452,158.6483,42.8,52,100,20.13,1620145757,RU
tsumeb,-19.2333,17.7167,71.6,46,20,3.44,1620145758,NA
wewak,-3.5534,143.6268,79.9,77,46,1.57,1620145760,PG
agustin codazzi,10.0341,-73.2361,79.88,83,100,3.33,1620145761,CO
amapa,1,-52,84.2,69,26,2.44,1620145762,BR
fujin,47.26,132.0322,50.29,86,100,8.3,1620145763,CN
vorukh,39.8494,70.5838,67.32,58,85,3.8,1620145765,TJ
talaja,21.35,72.05,91.18,38,41,13.87,1620145766,IN
shimoda,34.6667,138.95,61.45,78,100,5.99,1620145767,JP
geraldton,-28.7667,114.6,66.2,88,90,14.97,1620145769,AU
dukat,62.55,155.55,3.9,87,33,3.74,1620145770,RU
pithapuram,17.1167,82.2667,84.2,74,20,6.91,1620145772,IN
straza,45.78,15.0728,62.49,37,0,16.11,1620145773,SI
zhezkazgan,47.8043,67.7144,67.84,20,95,10.78,1620145774,KZ
ust-nera,64.5667,143.2,27.52,92,51,1.77,1620145776,RU
diffa,13.3154,12.6113,104.02,4,6,9.69,1620145777,NE
basco,20.4487,121.9702,80.58,87,98,18.45,1620145778,PH
dalbandin,28.8947,64.4101,82.38,22,12,19.19,1620145779,PK
manama,26.2154,50.5832,86,37,0,9.22,1620145516,BH
kudat,6.8837,116.8477,82.2,89,20,4.61,1620145782,MY
baykit,61.67,96.37,35.42,97,100,10.8,1620145783,RU
cairns,-16.9167,145.7667,70.27,88,40,3.44,1620145528,AU
umm lajj,25.0213,37.2685,84.02,53,0,3.18,1620145786,SA
labuan,5.2767,115.2417,84.09,74,20,5.75,1620145787,MY
aklavik,68.2191,-135.0107,16.65,92,97,4.61,1620145788,CA
san angelo,31.4638,-100.437,63.21,67,75,19.57,1620145757,US
lardos,36.0942,28.0157,78.8,50,0,17.27,1620145791,GR
palembang,-2.9167,104.7458,82.4,78,40,3.44,1620145792,ID
abbeville,50.1,1.8333,54,56,31,21.09,1620145793,FR
neiafu,-18.65,-173.9833,78.8,83,75,11.5,1620145795,TO
whyalla,-33.0333,137.5833,53.6,66,61,10.36,1620145796,AU
turtas,58.9417,69.1325,59.94,62,90,13.65,1620145798,RU
aviemore,57.1955,-3.8259,47.48,61,40,17.27,1620145799,GB
sorland,67.667,12.6934,42.8,39,0,13.8,1620145800,NO
onega,63.9061,38.1404,38.5,53,100,13.31,1620145802,RU
muravlenko,63.7898,74.523,32.99,67,94,9.4,1620145803,RU
shelburne,44.0787,-80.2041,51.24,100,100,7.9,1620145804,CA
cockburn town,21.4612,-71.1419,84.2,61,40,11.5,1620145806,TC
katangli,51.7102,143.2326,18.48,97,61,3.56,1620145807,RU
burton,42.9995,-83.6163,55.42,88,90,12.66,1620145809,US
payakumbuh,-0.2202,100.6308,71.55,96,100,2.3,1620145810,ID
kabanjahe,3.1001,98.4908,78.8,89,75,6.91,1620145812,ID
chebarkul,54.9749,60.3633,59.74,51,70,10.54,1620145813,RU
itupiranga,-5.1347,-49.3267,89.6,58,75,4.61,1620145815,BR
meadow lake,34.8014,-106.5436,56.26,62,20,6.85,1620145817,US
luganville,-15.5333,167.1667,76.5,87,0,2.33,1620145818,VU
dodge city,37.7528,-100.0171,55.69,47,1,16.11,1620145820,US
mogadishu,2.0371,45.3438,82.96,77,71,12.46,1620145821,SO
mitsamiouli,-11.3847,43.2844,80.53,73,89,19.42,1620145822,KM
sioux lookout,50.1001,-91.917,39.2,81,90,5.75,1620145824,CA
polican,40.6122,20.0981,60.85,76,98,5.19,1620145825,AL
port macquarie,-31.4333,152.9167,56.52,99,98,1.01,1620145827,AU
sumenep,-7.0167,113.8667,80.58,79,100,8.81,1620145828,ID
fangshan,39.6983,115.9925,57.6,20,0,8.95,1620145829,CN
hervey bay,-25.2986,152.8535,66,92,38,0.72,1620145831,AU
coolum beach,-26.5333,153.1,62.15,97,38,3.31,1620145832,AU
christchurch,-43.5333,172.6333,53.82,66,32,3.44,1620145833,NZ
hargeysa,9.56,44.065,68.81,81,100,7.54,1620145835,SO
adoni,15.6333,77.2833,90.84,34,61,3.4,1620145705,IN
jalu,29.0331,21.5482,100.98,8,100,4.74,1620145837,LY
durango,24.8333,-104.8333,65.57,22,0,4.94,1620145562,MX
bontang,0.1333,117.5,79.43,86,96,6.04,1620145840,ID
krasnyy yar,46.5331,48.3456,71.4,52,40,22.37,1620145841,RU
sistranda,63.7256,8.834,48.2,53,75,23.02,1620145842,NO
sao joao da barra,-21.6403,-41.0511,82.4,61,75,4.61,1620145843,BR
hamilton,39.1834,-84.5333,65.84,94,75,6.91,1620145845,US
nizwa,22.9333,57.5333,86.13,33,69,13.62,1620145846,OM
salalah,17.0151,54.0924,86,74,40,9.22,1620145847,OM
mount gambier,-37.8333,140.7667,46.4,81,75,2.35,1620145849,AU
altagracia de orituco,9.8601,-66.3814,79.72,73,87,3.02,1620145850,VE
san martin,-33.081,-68.4681,53.6,54,40,8.05,1620145851,AR
lahij,13.1667,44.5833,83.41,62,61,5.21,1620145853,YE
qarqin,37.4185,66.0436,77.27,30,86,17.67,1620145744,AF
belchatow,51.3688,19.3567,60.01,41,100,17,1620145855,PL
druzhba,52.0428,33.9453,47.17,58,78,13,1620145629,UA
stolin,51.8912,26.846,49.01,64,86,6.24,1620145858,BY
kupang,-10.1667,123.5833,76.32,78,90,9.46,1620145701,ID
panaba,21.2833,-88.2667,97.63,29,13,18.54,1620145860,MX
dasoguz,41.8363,59.9666,73.4,40,0,2.3,1620145861,TM
lamu,-2.2717,40.902,79.79,84,79,17.45,1620145863,KE
wadi musa,30.3222,35.4793,76.12,20,5,7.65,1620145864,JO
korla,41.7597,86.1469,65.1,21,0,4.27,1620145865,CN
sadiqabad,28.3062,70.1307,94.91,18,41,2.35,1620145867,PK
gat,31.61,34.7642,79.7,46,58,4.32,1620145868,IL
ribe,55.3305,8.7697,45.66,87,75,16.11,1620145869,DK
los alamos,35.8881,-106.307,46.33,75,90,10.36,1620145871,US
morro bay,35.3658,-120.8499,67.84,52,1,2.39,1620145872,US
teya,60.3778,92.6267,30.06,86,30,11.41,1620145874,RU
harper,4.375,-7.7169,81.16,81,100,8.21,1620145875,LR
chamonix-mont-blanc,45.9238,6.8693,52.27,47,99,7,1620145876,FR
oskarshamn,57.2645,16.4484,42.01,93,100,4,1620145875,SE
omboue,-1.5746,9.2618,79.93,83,100,8.95,1620145879,GA
santa maria da vitoria,-13.3947,-44.1886,90.21,30,6,5.32,1620145880,BR
morros,-9.4467,-46.3003,88.16,39,14,4.45,1620145881,BR
lorengau,-2.0226,147.2712,79.32,82,32,3.71,1620145883,PG
bonavista,48.6499,-53.1147,51.8,40,43,9.22,1620145884,CA
hannibal,39.7084,-91.3585,55.76,62,90,12.66,1620145885,US
pochutla,15.7432,-96.4661,87.06,54,40,17.27,1620145887,MX
abu dhabi,24.4667,54.3667,90.37,45,6,9.22,1620145783,AE
filadelfia,39.9523,-75.1638,71.15,83,40,4.61,1620145635,US
ulladulla,-35.35,150.4667,55.35,100,90,6.91,1620145890,AU
ntcheu,-14.8203,34.6359,58.73,74,64,2.98,1620145892,MW
corni,47.65,26.5833,59.9,41,0,10.36,1620145893,RO
orlik,52.5178,99.825,33.53,76,96,8.37,1620145895,RU
ancud,-41.8697,-73.8203,46.78,76,20,11.5,1620145896,CL
niamey,13.5137,2.1098,105.8,14,20,6.91,1620145897,NE
barsovo,61.1667,73.1667,39.2,93,40,8.95,1620145899,RU
boyolangu,-8.1181,111.8935,75.61,89,94,0.98,1620145900,ID
tarkwa,5.3064,-1.9847,85.19,60,98,7.9,1620145901,GH
coquimbo,-29.9533,-71.3436,69.8,46,20,3.44,1620145903,CL
finschhafen,-6.6024,147.8681,79.95,78,82,6.71,1620145904,PG
tabou,4.423,-7.3528,80.92,82,100,8.12,1620145906,CI
zhanaozen,43.3,52.8,67.3,52,0,8.05,1620145907,KZ
san jeronimo,-11.9472,-75.2829,60.82,49,100,2.91,1620145908,PE
klyuchi,52.2667,79.1667,50.23,36,26,7.05,1620145910,RU
ulcinj,41.9294,19.2244,64.83,28,0,11.5,1620145911,ME
naranjal,-2.6667,-79.6167,85.37,66,20,8.05,1620145912,EC
bonga,7.2833,36.2333,62.31,99,99,2.62,1620145702,ET
pizarro,4.9533,-77.366,82.06,69,43,6.06,1620145915,CO
saint-georges,12.0564,-61.7485,75.2,94,75,11.5,1620145917,GD
turukhansk,65.8167,87.9833,27.27,92,100,5.37,1620145918,RU
byron bay,-28.65,153.6167,60.51,88,48,4.61,1620145920,AU
likasi,-10.9814,26.7333,65.77,76,99,3.18,1620145921,CD
kashi,39.4547,75.9797,66.2,18,75,4.47,1620145922,CN
baherden,38.4362,57.4316,64.83,58,100,4.74,1620145924,TM
south lake tahoe,38.9332,-119.9844,56.64,40,1,8.05,1620145827,US
gazli,40.1333,63.45,79.38,24,100,18.84,1620145926,UZ
shingu,33.7333,135.9833,59.29,85,100,5.14,1620145927,JP
chapleau,47.8405,-83.4034,41,93,90,6.91,1620145929,CA
nakamura,32.9833,132.9333,64.45,85,100,7.47,1620145930,JP
san cristobal,7.7669,-72.225,82.4,65,40,6.91,1620145931,VE
bambanglipuro,-7.95,110.2833,77.81,87,100,5.03,1620145933,ID
alice springs,-23.7,133.8833,51.8,76,100,9.37,1620145934,AU
udachnyy,66.4167,112.4,28.4,95,96,1.01,1620145936,RU
aksarka,66.5606,67.7975,21.15,92,7,3.58,1620145937,RU
saquarema,-22.92,-42.5103,82.4,58,20,12.66,1620145880,BR
elizabeth city,36.2946,-76.2511,81.48,61,1,12.66,1620145898,US
urumqi,43.801,87.6005,62.6,27,0,4.47,1620145938,CN
ondjiva,-17.0667,15.7333,82.4,44,40,5.75,1620145942,AO
rajshahi,24.3667,88.6,79.61,63,90,3.15,1620145943,BD
nurota,40.5614,65.6886,71.6,73,98,6.91,1620145944,UZ
galeana,24.8333,-100.0667,77.58,19,5,5.1,1620145806,MX
havre-saint-pierre,50.2334,-63.5986,51.8,46,90,13.8,1620145947,CA
christiansburg,37.1298,-80.4089,80.46,50,1,6.91,1620145948,US
toamasina,-18.1667,49.3833,77,94,40,4.25,1620145949,MG
barcelos,41.5388,-8.6151,63.63,72,20,18.41,1620145951,PT
ortakoy,38.7373,34.0387,68,52,75,18.41,1620145952,TR
palasa,18.7667,84.4167,77.9,86,87,2.95,1620145953,IN
valleyview,55.0667,-117.2859,44.6,93,50,5.75,1620145955,CA
pandharpur,17.6667,75.3333,86.81,45,31,11.63,1620145956,IN
river falls,44.8614,-92.6238,52.65,54,90,8.05,1620145957,US
manto,14.9167,-86.3833,84.2,61,75,6.6,1620145959,HN
acapulco,16.8634,-99.8901,84.2,51,1,8.05,1620145686,MX
kavieng,-2.5744,150.7967,82.2,75,30,0.98,1620145961,PG
agbor,6.2518,6.1934,81.46,71,100,5.53,1620145962,NG
freeport,40.6576,-73.5832,62.33,77,75,3.44,1620145922,US
